#Feeder,Feeder ID,Type,Nozzle,X,Y,Angle,Footprint,Value,Pick height,Pick delay,Place Height,Place Delay,Vacuum detection,Threshold,Vision Alignment,Speed,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
stack,1,0,1234,412.46,87.33,90,CAP0603,CAP0603/0.1UF,2.8,100,3,100,No,-40,2,100,4,50,30,No,Yes,-40,-40,-40,-40,-1,-1,0,0
stack,2,0,1234,411.54,101,90,CAP1206,CAP1206/0.1UF,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,3,0,1234,411.82,114.36,90,CAP0603,CAP0603/10UF,2.8,100,3,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,4,0,1234,412.48,127.77,90,LEDC1608X80N,LEDC1608X80N/LTST-S270KGKT,1.6,100,3,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,5,0,1234,412.36,140.94,90,RES0603,RES0603/10K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,6,0,1234,412.28,154.15,90,CAP0805,CAP0805/22UF,2.2,100,3,100,No,-40,2,100,4,30,50,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,7,0,1234,411.88,168.05,90,RES0603,RES0603/2.2K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,8,0,1234,412.25,248.37,90,RES0603,RES0603/0 Ohm,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,9,0,1234,412.38,261.94,90,RES0603,RES0603/100 Ohm,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,10,0,1234,411.93,275.46,90,CAP1210,CAP1210/47UF,2.2,100,2.6,100,No,-40,2,80,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,11,0,1234,411.82,289.15,90,RES0402,RES0402/0,2.1,100,2.7,100,No,-40,2,100,2,30,50,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,12,0,1234,412.02,302.95,90,RES0603,RES0603/4.99K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,13,0,1234,411.8,316.29,90,CAP1206,CAP1206/4.7UF,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,14,0,1234,411.42,329.37,90,RES1206,RES1206/0.005,2.2,100,2.3,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,15,0,1234,411.54,343.49,90,RES0603,RES0603/10M,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,16,0,1234,411.84,360.53,90,CAP1210,CAP1210/2.2UF,2.2,100,2.6,100,No,-40,2,80,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,17,0,34,412.09,379.74,90,SMD2410,SMD2410/2A,2.2,500,4,100,No,-40,2,80,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,20,0,12,24.6,21.12,90,CAP0603,CAP0603/0.01UF,2.8,100,3,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,21,0,1234,25.43,34.21,-90,SOT95P230X110-3N,SOT95P230X110-3N/BSS138K,2.2,100,3.7,100,No,-40,2,100,4,50,50,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,22,0,1234,25.28,47.73,-90,RES0603,RES0603/1K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,23,0,1234,25.1,61.26,-90,RES0603,RES0603/4.7K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,24,0,1234,25.59,74.81,-90,RES0603,RES0603/1.78K,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,25,0,1234,24.87,88.45,-90,RES0603,RES0603/41.2 kOhm,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,26,0,1234,25,101.79,-90,CAP1206,CAP1206/22UF,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,27,0,1234,24.99,114.92,-90,6-WSON_2X2,6-WSON_2X2/TMP117NAIDRVR,1.5,300,2.6,100,No,-40,2,90,4,50,60,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,28,0,1234,25.26,128.74,-90,CAP1206,CAP1206/47UF,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,29,0,1234,25.38,142.16,-90,RES0603,RES0603/24.9 Ohm,2.2,100,2.6,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,30,0,1234,25.26,155.56,-90,CAP0603,CAP0603/1UF,2.8,100,3,100,No,-40,2,100,4,50,30,No,No,-40,-40,-40,-40,-1,-1,0,0
stack,31,0,1234,25.05,169.33,-90,SOP50P310X90-8N,SOP50P310X90-8N/TXS0102DCUR,1.5,300,2.6,100,No,-40,2,90,4,50,60,No,No,-40,-40,-40,-40,-1,-1,0,0
